lake_id,rows,rows_valid,frac_valid,pct_valid_geom_med,pct_valid_emp_med,lake_name
GL-1,361,147,0.4072,0.06403228100113766,0.2892450497037049,Erie
GL-2,361,122,0.338,0.05023726857296989,0.2560055620374958,Huron
GL-3,361,128,0.3546,0.06277113683293235,0.3299696270601318,Michigan
GL-4,361,136,0.3767,0.06546447087820306,0.3164324274013403,Ontario
GL-5,361,114,0.3158,0.04707242039674608,0.25702857770000426,Superior
