lake_id,rows,rows_valid,frac_valid,pct_valid_geom_med,pct_valid_emp_med,lake_name
GL-1,12,11,0.9167,0.13779507963594995,0.747954457738325,Erie
GL-2,12,10,0.8333,0.1300523464967993,0.845596182474458,Huron
GL-3,12,10,0.8333,0.13169514590082154,0.918738986784141,Michigan
GL-4,12,10,0.8333,0.12628351088667555,0.7652343863947959,Ontario
GL-5,12,11,0.9167,0.11453432864153829,0.779598987588073,Superior
